uid,name,longitude,latitude,free_bikes,empty_slots,entertainment,education,dining,park,shopping,metro_station,library,financial
238,238 - Port Brise,-43.313852,-23.013824,8,5,0,1,1,0,12,0,0,0
236,236 - PraÃ§a Jornalista MÃ¡rio Filho,-43.306659,-23.014772,11,2,0,1,1,0,12,0,0,1
239,239 - PraÃ§a SÃ£o PerpÃ©tuo,-43.317209,-23.012993,11,2,0,2,0,0,11,0,0,0
242,242 - Posto 5 Barra,-43.331118,-23.010631,1,14,0,1,0,0,4,0,0,0
259,259 - Posto 9 Recreio,-43.44945,-23.022885,11,5,0,0,0,0,0,0,0,0
260,260 - Posto 12 Recreio,-43.468991,-23.030275,7,13,0,0,0,1,0,0,0,0
271,271 - Alfa Barra II,-43.369417,-23.010769,3,7,0,1,0,0,2,0,0,0
78,78 - Fashion Mall,-43.258595,-22.996072,6,5,1,0,0,0,1,0,0,0
231,231 - Prefeito Mendes de Morais,-43.266257,-22.99956,8,5,1,0,0,0,1,0,0,0
230,230 - MetrÃ´ SÃ£o Conrado,-43.253625,-22.993594,0,16,1,0,0,0,1,0,0,0
80,80 - PraÃ§a SÃ£o Conrado,-43.270801,-23.000536,17,1,0,0,0,0,0,0,0,0
439,342 - Quinta da Boa Vista 2,-43.22243224138423,-22.908778654796723,12,3,1,13,0,1,5,0,0,3
118,118 - Anchieta,-43.1697,-22.963343,9,0,2,2,15,0,37,0,0,1
57,57 - PraÃ§a NiterÃ³i,-43.235028,-22.915817,8,6,2,14,1,0,56,0,0,2
117,117 - AntÃ´nio Vieira,-43.172378,-22.964181,6,19,4,2,17,1,45,0,0,3
345,280 - PraÃ§a Edmundo RÃªgo,-43.26436,-22.92278,1,26,0,0,0,1,3,0,0,0
114,114 - Cardeal Arcoverde,-43.180422,-22.964994,0,23,7,5,21,1,103,0,0,6
109,109 - MetrÃ´ Siqueira Campos,-43.18733,-22.967553,1,27,4,6,15,1,76,0,0,5
159,159 - Hospital da Lagoa,-43.216168,-22.962706,5,10,2,2,11,2,2,0,0,0
37,352 - Gomes Carneiro,-43.197449,-22.986306,9,3,3,7,28,2,39,1,0,1
86,86 - Henrique Dumont,-43.213832,-22.986038,21,0,4,2,19,0,43,0,0,2
27,27 - Pedra do Leme,-43.165407,-22.962102,14,15,1,4,10,0,2,0,0,0
214,214 - Poeta Manuel Bandeira,-43.171988,-22.910231,1,21,11,15,7,2,46,3,2,2
212,212 - Buraco do Lume,-43.175917,-22.906208,2,12,16,17,13,1,77,2,3,4
213,213 - PraÃ§a do ExpedicionÃ¡rio,-43.172874,-22.906758,2,21,15,17,10,1,55,3,3,3
344,351 - Constante Ramos,-43.18787,-22.97458,0,13,5,9,21,0,84,0,0,5
136,136 - MetrÃ´ Flamengo,-43.178053,-22.937276,1,12,2,6,6,4,26,0,0,0
5,5 - Largo da Carioca,-43.177804,-22.907568,2,15,17,17,12,1,80,3,3,4
346,330 - PraÃ§a da Apoteose,-43.19595,-22.91418,7,14,0,3,1,3,9,0,0,0
35,35 - Pedra do Arpoador,-43.191618,-22.988905,15,2,1,7,19,1,20,1,0,0
